specimen_id,source_id,study_id,data_type,material_grade,material_type,forming_route,E0,sigma_02,n,n_source,sigma_10,n_prime,sigma_u,section_type,b,h,t,L,boundary_condition,Le,Le_source,buckling_axis,buckling_axis_source,w_0,w_e,w_total,w_total_norm,N_u,reported_failure_mode,A,I_major,I_minor,R,N_cr,epsilon,section_class,cs_slenderness_norm,lambda_0,A_eff,rho_eff,N_squash,lambda_bar,chi_exp,Delta,aspect_ratio,hardening_ratio,chi_perfect,chi_kgw,chi_eurocode,N_perfect,N_kgw,N_eurocode,kgw_convergence_flag,inferred_failure_mode,anomalous_interactive_mode,flexural_scope
buchanan2018_11,buchanan2018,buchanan2018_B,experimental,1.4307/1.4301,austenitic,cold_formed,199700,373.0,4.6,measured,424.0,2.95,714.5,CHS,104.01,,1.89,753.84,pin-pin,753.84,reported,-,symmetric,0.15,0.7,0.85,0.0011275602249814283,232.1,global_flexural,606.3487449728748,790683.8037185707,790683.8037185707,36.11105526705082,2742.3463051486706,0.7740319726612733,4,1.020593932664166,0.4,571.8706371879612,0.9431381559362244,213.3077476711095,0.27889592358529947,1.0880992487805248,0.0018678017025538307,1.0,1.915549597855228,1.2058123092200075,1.2063387427232504,1.0,257.2091077938192,257.32140013869457,213.3077476711095,True,local,False,True
buchanan2018_12,buchanan2018,buchanan2018_B,experimental,1.4307/1.4301,austenitic,cold_formed,199700,373.0,4.6,measured,424.0,2.95,714.5,CHS,103.97,,1.88,954.0,pin-pin,954.0,reported,-,symmetric,0.15,1.0,1.15,0.0012054507337526203,204.2,global_flexural,602.9633647293663,785804.6564675397,785804.6564675397,36.10038521262621,1701.7496064731833,0.7740319726612733,4,1.0256280376502585,0.4,568.3854373685951,0.9426533527848893,212.007768138486,0.3529620861617124,0.9631722544553845,0.0018678017025538307,1.0,1.915549597855228,1.0776910794837125,1.0783958607999016,1.0,228.4788805040976,228.62829961796857,212.007768138486,True,local,False,True
buchanan2018_13,buchanan2018,buchanan2018_B,experimental,1.4307/1.4301,austenitic,cold_formed,199700,373.0,4.6,measured,424.0,2.95,714.5,CHS,103.92,,1.75,2653.5,pin-pin,2653.5,reported,-,symmetric,0.25,2.24,2.49,0.0009383832673827021,109.0,global_flexural,561.7089124802214,733154.5071826346,733154.5071826346,36.12784833061608,205.22730169988418,0.7740319726612733,4,1.1012876761951438,0.4,525.4597472299743,0.9354662807641964,195.9964857167804,0.9772520150942314,0.5561324204430257,0.0018678017025538307,1.0,1.915549597855228,0.5949991600443063,0.5354133292070717,0.6009925254621211,116.61774437312022,104.93913093050767,117.7924229326284,True,interactive,False,True
buchanan2018_14,buchanan2018,buchanan2018_C,experimental,1.4307/1.4301,austenitic,cold_formed,204400,346.0,5.0,measured,390.0,2.8,738.0,CHS,104.14,,1.86,1153.5,pin-pin,1153.5,reported,-,symmetric,2.0,-0.97,1.03,0.0008929345470307759,180.8,global_flexural,597.6590996930453,781787.2598594525,781787.2598594525,36.1674197310231,1185.3156757150116,0.8130676466772108,3,0.9410414636108264,0.4,597.6590996930453,1.0,206.79004849379368,0.4176839656254912,0.8743167348569305,0.0016927592954990216,1.0,2.132947976878613,0.9582748580692882,0.9589156867190994,0.9896351635531163,198.16170437053137,198.29422135810205,204.64670346231236,True,global_flexural,False,True
buchanan2018_15,buchanan2018,buchanan2018_C,experimental,1.4307/1.4301,austenitic,cold_formed,204400,346.0,5.0,measured,390.0,2.8,738.0,CHS,104.09,,1.85,1656.6,pin-pin,1656.6,reported,-,symmetric,0.05,1.67,1.72,0.0010382711577930702,154.8,global_flexural,594.2134008705885,776669.6041025739,776669.6041025739,36.15321579749164,570.9283799746734,0.8130676466772108,3,0.9456739164113107,0.4,594.2134008705885,1.0,205.59783670122363,0.6000928531350525,0.7529262101378847,0.0016927592954990216,1.0,2.132947976878613,0.8031185483165202,0.8027888639396086,0.874786243498164,165.1194361485037,165.05165375381648,179.85415923921238,True,global_flexural,False,True
buchanan2018_16,buchanan2018,buchanan2018_C,experimental,1.4307/1.4301,austenitic,cold_formed,204400,346.0,5.0,measured,390.0,2.8,738.0,CHS,104.08,,1.79,2153.6,pin-pin,2153.6,reported,-,symmetric,0.75,1.41,2.16,0.0010029717682020804,126.4,global_flexural,575.2227874389026,752567.4385236104,752567.4385236104,36.17051319790749,327.3376614717109,0.8130676466772108,3,0.9772785865753533,0.4,575.2227874389026,1.0,199.0270844538603,0.7797548825046723,0.6350894419563425,0.0016927592954990216,1.0,2.132947976878613,0.6939543580202808,0.680940198151646,0.7459715641818032,138.11571262082686,135.52554232555602,148.46854550459003,True,global_flexural,False,True
buchanan2018_17,buchanan2018,buchanan2018_C,experimental,1.4307/1.4301,austenitic,cold_formed,204400,346.0,5.0,measured,390.0,2.8,738.0,CHS,104.1,,1.79,3084.0,pin-pin,3084.0,reported,-,symmetric,2.0,0.98,2.98,0.0009662775616083009,89.7,global_flexural,575.3352564559015,753008.8663998524,753008.8663998524,36.177583183512944,159.71731032938163,0.8130676466772108,3,0.9774663803083616,0.4,575.3352564559015,1.0,199.0659987337419,1.1164069965936205,0.45060432505089454,0.0016927592954990216,1.0,2.132947976878613,0.5374429051534569,0.436282302137338,0.5096256403846345,106.98660867673664,86.84897220482533,101.44913708349007,True,global_flexural,False,True
buchanan2018_18,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.63,,2.37,403.9,pin-pin,403.9,reported,-,symmetric,0.2,0.29,0.49,0.0012131715771230504,425.2,global_flexural,642.2552640478126,597811.5610442902,597811.5610442902,30.50902427971108,7882.667755480605,0.6487479526570138,3,0.9872744394364364,0.4,642.2552640478126,1.0,372.1869255157074,0.21729210414007205,1.1424366920219913,0.00265886671254875,1.0,1.460742018981881,1.479052597276443,1.4795847146891872,1.0,550.484038856341,550.6820860002036,372.1869255157074,True,yielding,False,True
buchanan2018_19,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.63,,2.35,553.83,pin-pin,553.83,reported,-,symmetric,0.3,0.12,0.42,0.0007583554520340176,404.6,global_flexural,636.9830432565594,593171.4212019657,593171.4212019657,30.515899339524633,4159.909508388408,0.6487479526570138,3,0.9956767750912148,0.4,636.9830432565594,1.0,369.1316735671762,0.2978850543777837,1.0960858386658308,0.00265886671254875,1.0,1.460742018981881,1.2720956632864564,1.2728596252991036,1.0,469.57080112647674,469.85280370274694,369.1316735671762,True,yielding,False,True
buchanan2018_20,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.78,,2.41,753.93,pin-pin,753.93,reported,-,symmetric,0.05,0.75,0.8,0.0010611064687703104,389.6,global_flexural,653.9278515522254,610244.2449538154,610244.2449538154,30.548291687097667,2309.3952136242324,0.6487479526570138,3,0.9725313011274219,0.4,653.9278515522254,1.0,378.95118997451465,0.4050815908585755,1.0281007430698437,0.00265886671254875,1.0,1.460742018981881,1.0907276600245825,1.0919795412664897,0.9970318020548606,413.3325447044334,413.8069465907609,377.8263878311242,True,global_flexural,False,True
buchanan2018_21,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.77,,2.37,954.0,pin-pin,954.0,reported,-,symmetric,0.15,0.74,0.89,0.0009329140461215933,344.4,global_flexural,643.2976444902741,600725.5653441817,600725.5653441817,30.558503112881688,1419.8288095513192,0.6487479526570138,3,0.9888339387202129,0.4,643.2976444902741,1.0,372.79098498211386,0.5124065925422426,0.923842082759925,0.00265886671254875,1.0,1.460742018981881,0.9622287984914155,0.9640994518126317,0.9320315400410943,358.71022156777076,359.40758426194697,347.45295584631606,True,global_flexural,False,True
buchanan2018_22,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.77,,2.37,1154.0,pin-pin,1154.0,reported,-,symmetric,0.05,0.96,1.01,0.0008752166377816291,295.3,global_flexural,643.2976444902741,600725.5653441817,600725.5653441817,30.558503112881688,970.333702406225,0.6487479526570138,3,0.9888339387202129,0.4,643.2976444902741,1.0,372.79098498211386,0.6198293582743689,0.7921328891957198,0.00265886671254875,1.0,1.460742018981881,0.8625733579640541,0.8645376256616005,0.8613335378463035,321.5595717347492,322.2918330244861,321.0973779718523,True,global_flexural,False,True
buchanan2018_23,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.63,,2.35,1656.6,pin-pin,1656.6,reported,-,symmetric,1.0,0.62,1.62,0.0009779065555957987,243.4,global_flexural,636.9830432565594,593171.4212019657,593171.4212019657,30.515899339524633,464.94493759435636,0.6487479526570138,3,0.9956767750912148,0.4,636.9830432565594,1.0,369.1316735671762,0.8910250096279297,0.6593853018568048,0.00265886671254875,1.0,1.460742018981881,0.6764904013740355,0.6529262978550923,0.6630948567821313,249.7140340113285,241.0157770432708,244.76931421777516,True,global_flexural,False,True
buchanan2018_24,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.77,,2.3,2152.8,pin-pin,2152.8,reported,-,symmetric,2.75,0.26,3.01,0.0013981791155704196,164.7,global_flexural,624.8030885385905,584374.4939811883,584374.4939811883,30.582574491039843,271.2317345893653,0.6487479526570138,4,1.018928884681263,0.4,590.6396397021665,0.9453212548671421,342.27567120740554,1.1233569193546846,0.481191080333017,0.00265886671254875,1.0,1.460742018981881,0.5543800198623579,0.4757215787404546,0.505413169893225,189.75079340236334,162.82792267123574,172.9906319622661,True,interactive,False,True
buchanan2018_25,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.72,,2.33,2653.4,pin-pin,2653.4,reported,-,symmetric,2.0,0.67,2.67,0.0010062561242179845,126.4,global_flexural,632.36710117064,590366.9382745263,590366.9382745263,30.55458435325212,180.37369303750478,0.6487479526570138,4,1.0052431030111562,0.4,598.6035164615656,0.9466076197724848,346.89073778947727,1.3867869729872178,0.36437986440765174,0.00265886671254875,1.0,1.460742018981881,0.43774259023961853,0.3451632555782149,0.3714149137458667,151.8488500900981,119.73393638534488,128.84039345531878,True,interactive,False,True
buchanan2018_26,buchanan2018,buchanan2018_D,experimental,1.4462,duplex,cold_formed,217950,579.5,4.5,measured,633.0,2.45,846.5,CHS,88.67,,2.32,3082.5,pin-pin,3082.5,reported,-,symmetric,1.25,1.75,3.0,0.0009732360097323601,100.5,global_flexural,629.3615394789508,587013.7603752037,587013.7603752037,30.540352199999262,132.8919671007146,0.6487479526570138,4,1.0090070798556394,0.4,595.5353399796244,0.9462531512056946,345.11272951819234,1.6115030220745399,0.29120919457334077,0.00265886671254875,1.0,1.460742018981881,0.35360113757692185,0.274292711441421,0.29116922628160063,122.03225374990934,94.6619063324947,100.48620643374338,True,interactive,False,True
buchanan2018_27,buchanan2018,buchanan2018_E,experimental,1.4512,ferritic,cold_formed,218750,360.0,5.1,measured,375.5,1.6,438.0,CHS,80.01,,1.34,448.9,pin-pin,448.9,reported,-,symmetric,0.27,0.08,0.35000000000000003,0.0007796836711962576,119.4,global_flexural,331.1797860375986,256282.0078148955,256282.0078148955,27.81807977736783,2745.786175144637,0.8246070893776332,3,0.9756697364242618,0.4,331.1797860375986,1.0,119.22472297353549,0.20837701092250657,1.0014701399348473,0.0016457142857142857,1.0,1.2166666666666666,1.2791144945094555,1.2794194132412573,1.0,152.5020712593237,152.53842511065224,119.22472297353549,True,yielding,False,True
buchanan2018_28,buchanan2018,buchanan2018_E,experimental,1.4512,ferritic,cold_formed,218750,360.0,5.1,measured,375.5,1.6,438.0,CHS,80.04,,1.34,698.6,pin-pin,698.6,reported,-,symmetric,0.08,0.53,0.61,0.0008731749212711136,111.1,global_flexural,331.3060780622734,256575.25447841125,256575.25447841125,27.82868484136467,1135.0249618953899,0.8246070893776332,3,0.9760355668466181,0.4,331.3060780622734,1.0,119.27018810241843,0.32416285278493423,0.9314984889987545,0.0016457142857142857,1.0,1.2166666666666666,1.0627503625738481,1.0632127045359578,1.0,126.75443565009626,126.80957926288472,119.27018810241843,True,yielding,False,True
buchanan2018_29,buchanan2018,buchanan2018_E,experimental,1.4512,ferritic,cold_formed,218750,360.0,5.1,measured,375.5,1.6,438.0,CHS,80.03,,1.34,899.1,pin-pin,899.1,reported,-,symmetric,0.53,0.31,0.8400000000000001,0.0009342676009342676,105.8,global_flexural,331.26398072071515,256477.48074682665,256477.48074682665,27.825149819902144,684.9849836441232,0.8246070893776332,3,0.9759136233724992,0.4,331.26398072071515,1.0,119.25503305945746,0.417251429370138,0.8871742960085456,0.0016457142857142857,1.0,1.2166666666666666,0.9508466660462186,0.9514334942783459,0.9898899021903659,113.3932505938167,113.46323281403927,118.04935301093519,True,global_flexural,False,True
buchanan2018_30,buchanan2018,buchanan2018_E,experimental,1.4512,ferritic,cold_formed,218750,360.0,5.1,measured,375.5,1.6,438.0,CHS,80.13,,1.34,1099.1,pin-pin,1099.1,reported,-,symmetric,0.28,0.71,0.99,0.0009007369666090439,97.8,global_flexural,331.6849541362955,257456.33659956328,257456.33659956328,27.860500040379772,460.1262143597653,0.8246070893776332,3,0.9771330581136868,0.4,331.6849541362955,1.0,119.40658348906638,0.50941959687277,0.8190503165091829,0.0016457142857142857,1.0,1.2166666666666666,0.8666337135380653,0.8671193623949606,0.9339105441550966,103.48177087002263,103.53976054079986,111.51506736197494,True,global_flexural,False,True
buchanan2018_31,buchanan2018,buchanan2018_E,experimental,1.4512,ferritic,cold_formed,218750,360.0,5.1,measured,375.5,1.6,438.0,CHS,80.0,,1.34,1599.3,pin-pin,1599.3,reported,-,symmetric,0.77,0.8,1.57,0.000981679484774589,77.9,global_flexural,331.1376886960411,256184.30860823425,256184.30860823425,27.8145447562961,216.24220347383172,0.8246070893776332,3,0.9755477929501428,0.4,331.1376886960411,1.0,119.20956793057479,0.7424809714659418,0.6534710372020421,0.0016457142857142857,1.0,1.2166666666666666,0.7126492781223068,0.7040458748822337,0.7736291978749249,84.95461253099623,83.9290045480146,92.22400241714695,True,global_flexural,False,True
buchanan2018_32,buchanan2018,buchanan2018_F,experimental,1.4512,ferritic,cold_formed,219550,337.0,5.6,measured,346.0,2.4,467.0,CHS,101.7,,1.34,799.3,pin-pin,799.3,reported,-,symmetric,0.3,0.38,0.6799999999999999,0.0008507444013511823,137.5,global_flexural,422.488919877125,532015.2220838692,532015.2220838692,35.48578095519388,1804.4199473234987,0.8538391302939227,4,1.1567021345300614,0.4,392.4307434452317,0.9288545213431034,132.2491605410431,0.2707245573435029,1.0397041420714903,0.0015349578683671145,1.0,1.3857566765578635,1.1015680423343142,1.1018716807867583,1.0,145.68144887755327,145.72160480799698,132.2491605410431,True,local,False,True
buchanan2018_33,buchanan2018,buchanan2018_F,experimental,1.4512,ferritic,cold_formed,219550,337.0,5.6,measured,346.0,2.4,467.0,CHS,101.82,,1.34,1099.5,pin-pin,1099.5,reported,-,symmetric,0.69,0.33,1.02,0.0009276944065484312,121.2,global_flexural,422.9940879758226,533925.662278268,533925.662278268,35.528203585320774,957.02551041819,0.8538391302939227,4,1.158066974806793,0.4,392.84556911205266,0.9287259096030365,132.38895679076177,0.3719324944061304,0.9154842136233032,0.0015349578683671145,1.0,1.3857566765578635,0.9728971599571611,0.973297279664279,1.0,128.80084007142344,128.8538115020402,132.38895679076177,True,local,False,True
buchanan2018_34,buchanan2018,buchanan2018_F,experimental,1.4512,ferritic,cold_formed,219550,337.0,5.6,measured,346.0,2.4,467.0,CHS,101.71,,1.34,1599.3,pin-pin,1599.3,reported,-,symmetric,0.84,0.58,1.42,0.0008878884511973989,104.1,global_flexural,422.53101721868256,532174.2510814734,532174.2510814734,35.48931617402625,450.84490907029874,0.8538391302939227,4,1.156815871219789,0.4,392.4653164117942,0.9288438017999333,132.26081163077464,0.5416291214213185,0.787081212616556,0.0015349578683671145,1.0,1.3857566765578635,0.8304685499631849,0.8303992611316272,0.9134079205295045,109.83844445196335,109.82928025486459,120.80807291921036,True,interactive,False,True
